feature,token_id,V1,cluster,feature,predicted_value,word,sentence,pos_coarse,pos_fine,dependency,lemma,head,head_pos,head_lemma,head_dependency,entity_type,entity_label,is_alpha,is_stop,is_punct,shape,top_bottom
dial,13905,48784,1,dial,-1.826047,killing,A district judge has denied a request for a mental health bond from a Richardson man accused of killing his girlfriend and dumping her body in a remote wooded pasture earlier this year .,VERB,VBG,pcomp,kill,of,ADP,of,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
dial,49565,172195,0,dial,-1.721487,United,"He 'd need confidence to fit into a class with students such as John Roberts , a future chief justice of the United States .",PROPN,NNP,compound,United,States,PROPN,States,pobj,GPE,I,TRUE,FALSE,FALSE,Xxxxx,bottom
dial,102384,192100,1,dial,-1.7743074,office,"Please come to my office on your lunch break . """,NOUN,NN,pobj,office,to,ADP,to,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
dial,105721,12955,0,dial,-1.9359589,seat,Dr. al-Baz climbed into the passenger seat and put his suitcase on the floor between his feet .,NOUN,NN,pobj,seat,into,ADP,into,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
dial,109918,24898,0,dial,-1.7812396,Tucson,"Xenia Moreno mixes a smoothie as Aaron Lopez mans the drive-up window at Tucson 's first Smoothie King , 1070 E. Marketplace Blvd.",PROPN,NNP,poss,Tucson,King,PROPN,King,pobj,GPE,B,TRUE,FALSE,FALSE,Xxxxx,bottom
dial,127205,12955,2,dial,-1.6514332,walls,"According to the arrest report , the victim told police that Jackson pushed her into her room and "" she attempted to prevent him by placing her hands on the walls "" before she was assaulted .",NOUN,NNS,pobj,wall,on,ADP,on,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
dial,147239,442903,1,dial,-1.8179822,week,"Nearly three decades after that store closed , a newly constructed one more than three times its size is set to open next week in its place .",NOUN,NN,npadvmod,week,open,VERB,open,xcomp,DATE,I,TRUE,FALSE,FALSE,xxxx,bottom
dial,156528,4993,2,dial,-1.8039385,classroom,"In the same classroom , the teacher might lead a circle time or whole class through a number safari or "" I Spy "" game where students look for examples of a number in the classroom to promote quick visual identification of small sets of objects ( subitizing ) .",NOUN,NN,pobj,classroom,In,ADP,in,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
dial,160564,200062,4,dial,-1.6423608,car,"Trent Crump confirms in an e-mail to the Monitor that there was an additional person in the car who "" has been released at this point . """,NOUN,NN,pobj,car,in,ADP,in,prep,,O,TRUE,FALSE,FALSE,xxx,bottom
dial,190184,24898,1,dial,-2.1457925,chair,"# "" Coffee , "" Sophie said robotically and poured herself a cup before sliding into a chair across from Colt . """,NOUN,NN,pobj,chair,into,ADP,into,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
diamond,142,1013,4,diamond,3.2485993,band,"They had dressed him in a black shirt and over that a black , open-sided tunic bordered with a gold band decorated with symbols .",NOUN,NN,pobj,band,with,ADP,with,prep,,O,TRUE,FALSE,FALSE,xxxx,top
diamond,6567,24899,3,diamond,4.6264586,ring,But Nia 's not in any rush to put a ring on her finger .,NOUN,NN,dobj,ring,put,VERB,put,acl,,O,TRUE,FALSE,FALSE,xxxx,top
diamond,38034,12956,3,diamond,7.167177,ring,Margot checked his left handno ring .,NOUN,NN,dobj,ring,checked,VERB,check,ROOT,,O,TRUE,FALSE,FALSE,xxxx,top
diamond,47947,1013,3,diamond,4.09502,ring,"In that ring I had made . """,NOUN,NN,pobj,ring,In,ADP,in,prep,,O,TRUE,FALSE,FALSE,xxxx,top
diamond,48442,120443,2,diamond,3.9708083,star,"She was part of a group of protesters wearing star-shaped badgets , some of which read "" Muslim "" and others "" Stop Islamophobia , "" reports CBS News .",NOUN,NN,npadvmod,star,shaped,VERB,shape,amod,,O,TRUE,FALSE,FALSE,xxxx,top
diamond,80956,44804,3,diamond,5.660266,ring,""" I said in English , then said in Italian because of that nice ring it had , and then I said it in Croatian to make sure he understood me .",NOUN,NN,pobj,ring,because,SCONJ,because,prep,,O,TRUE,FALSE,FALSE,xxxx,top
diamond,93005,12956,4,diamond,3.8792665,objects,"Among the 350 objects on display are the Nobel Ice Egg , the Empress Josephine Tiara , the Diamond Trellis Imperial Egg , and a variety of dazzling cigarette cases , clocks , doorbells , purses , and more .",NOUN,NNS,pobj,object,Among,ADP,among,prep,,O,TRUE,FALSE,FALSE,xxxx,top
diamond,112805,52766,0,diamond,3.431225,present,"# "" One last present ? """,NOUN,NN,amod,present,#,NOUN,#,ROOT,,O,TRUE,FALSE,FALSE,xxxx,top
diamond,132117,4994,4,diamond,3.8218093,objects,"The UNESCO convention controls the export of antiquities , and makes it bureaucratically difficult to legally sell abroad objects that were excavated after 1972 .",NOUN,NNS,dobj,object,sell,VERB,sell,xcomp,,O,TRUE,FALSE,FALSE,xxxx,top
diamond,138672,16937,1,diamond,3.5009542,pieces,The most significant pieces appeared to be a wing part known as a flaperon -- discovered last year on R ?,NOUN,NNS,nsubj,piece,appeared,VERB,appear,ROOT,,O,TRUE,FALSE,FALSE,xxxx,top
diamond,187,311531,0,diamond,-1.8829875,back,"Richard that day as well , head bowed , hands held behind her back as she , too , had pledged her life in defense of the Seeker .",ADV,RB,advmod,back,held,VERB,hold,acl,,O,TRUE,TRUE,FALSE,xxxx,bottom
diamond,20954,92576,1,diamond,-2.115159,shoulder,"He has not been ruled out for Opening Day , a drastic turn of events , considering the Indians ' initial timetable following his November surgery to repair a torn labrum in his right shoulder .",NOUN,NN,pobj,shoulder,in,ADP,in,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
diamond,23000,44804,3,diamond,-1.9713078,voice,He does n't speak with a bureaucratic or authoritarian kind of voice .,NOUN,NN,pobj,voice,of,ADP,of,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
diamond,41809,20918,3,diamond,-1.9226832,cup,Ladle 1 cup batter into a large funnel with your finger over the bottom or into a mixing cup .,NOUN,NN,compound,cup,batter,NOUN,batter,ROOT,,O,TRUE,FALSE,FALSE,xxx,bottom
diamond,48773,24899,1,diamond,-2.2627034,top,"First he was taking pictures of me in the bikini , then it was with the coat then he said take off the bikini top , which I was comfortable with as I was only 10",NOUN,NN,dobj,top,take,VERB,take,xcomp,,O,TRUE,TRUE,FALSE,xxx,bottom
diamond,72921,805175,2,diamond,-1.9741734,',"But , like most people in the VF court , while I have access to rumors and practice reading tea leaves , I 've no more certainty about Carter 's plans than anyone else .",AUX,VBP,aux,',ve,VERB,ve,ROOT,,O,FALSE,FALSE,TRUE,',bottom
diamond,88055,104519,1,diamond,-2.1972737,season,"Regardless of any season 's changing themes , there were certain givens with all of Knight 's teams .",NOUN,NN,poss,season,themes,NOUN,theme,pobj,DATE,B,TRUE,FALSE,FALSE,xxxx,bottom
diamond,89395,215987,1,diamond,-2.032643,office,"It sounded old , and as he trudged up the back stairs of the low-rent office building in a cheap brown suit , it echoed through the stairwell like the voice of a ghostly harbinger of ominous tidings .",NOUN,NN,compound,office,building,NOUN,building,pobj,,O,TRUE,FALSE,FALSE,xxxx,bottom
diamond,206990,928586,0,diamond,-1.9706815,year,"Tower , who worked at the Mount Vernon-based company from June 2010 to October 2011 , earning $100,000 a year , had n't been aware that salaried employees were eligible for overtime .",NOUN,NN,npadvmod,year,"100,000",NUM,"100,000",dobj,,O,TRUE,FALSE,FALSE,xxxx,bottom
diamond,218100,8975,2,diamond,-2.0251265,July,"It was July 30 , 2015 .",PROPN,NNP,attr,July,was,AUX,be,ROOT,DATE,B,TRUE,FALSE,FALSE,Xxxx,bottom
diaper,4892,367266,0,diaper,0.0656679,week,"So , there 's Gallows and Anderson facing off against Cesaro and Sheamus for the honor of losing to New Day next week ( wash , rinse , repeat ) , and there 's Bayley taking on Alicia Fox because of some convoluted story involving a crush on Cedric Alexander .",NOUN,NN,npadvmod,week,losing,VERB,lose,pcomp,DATE,I,TRUE,FALSE,FALSE,xxxx,top
diaper,39990,44805,1,diaper,0.06376694,business,"<p> With a $600,000 loan from Benefit Chicago , he 's planning to add technology and hire and train additional people to expand the business .",NOUN,NN,dobj,business,expand,VERB,expand,xcomp,,O,TRUE,FALSE,FALSE,xxxx,top
diaper,62497,12957,1,diaper,0.071818076,office,"So , I applied a bit of chutzpa in calling Don King 's office and making an appointment .",NOUN,NN,dobj,office,calling,VERB,call,pcomp,,O,TRUE,FALSE,FALSE,xxxx,top
diaper,63060,12957,0,diaper,0.06102893,business,"But when notified that an account appears to be linked to abusive or illegal activity , firms should investigate and take action , said Andrea Matwyshyn , assistant professor of legal studies and business ethics at the University of Pennsylvania 's Wharton School .",NOUN,NN,compound,business,ethics,NOUN,ethic,conj,,O,TRUE,FALSE,FALSE,xxxx,top
diaper,63813,144330,1,diaper,0.06639353,office,: # Thick foundations of the past felt more appropriate for clown college than the office .,NOUN,NN,pobj,office,than,ADP,than,prep,,O,TRUE,FALSE,FALSE,xxxx,top
diaper,64890,164235,0,diaper,0.06358675,Thursday,<h> New OPS high school is focus of public meeting Thursday <p>,PROPN,NNP,npadvmod,Thursday,meeting,NOUN,meeting,pobj,DATE,B,TRUE,FALSE,FALSE,Xxxxx,top
diaper,106589,80634,2,diaper,0.06397355,Tuesday,Those resolutions were the subject of a public hearing before the Harford County Council Tuesday evening .,PROPN,NNP,compound,Tuesday,evening,NOUN,evening,npadvmod,DATE,B,TRUE,FALSE,FALSE,Xxxxx,top
diaper,124994,104520,2,diaper,0.0856677,Tuesday,He followed that with another 0-for-2 night Tuesday .,PROPN,NNP,npadvmod,Tuesday,night,NOUN,night,pobj,DATE,I,TRUE,FALSE,FALSE,Xxxxx,top
diaper,142136,148311,1,diaper,0.06333981,Thursday,"JAKARTA , Indonesia -- Multiple blasts and gunfire killed at least four people and rocked the Indonesian capital on Thursday in what authorities called a terrorist attack , shattering a relatively peaceful period in the country .",PROPN,NNP,pobj,Thursday,on,ADP,on,prep,DATE,B,TRUE,FALSE,FALSE,Xxxxx,top
diaper,181283,88596,0,diaper,0.06507984,Tuesday,"But on Tuesday , the City of New York announced just that : Every NYPD officer will have body cameras by the end of 2019 .",PROPN,NNP,pobj,Tuesday,on,ADP,on,prep,DATE,B,TRUE,FALSE,FALSE,Xxxxx,top
diaper,42824,72672,1,diaper,-0.20093665,Park,The article failed to mention that Denver has another Halprin gem : Babi Yar Park on Havana Street .,PROPN,NNP,appos,Park,article,NOUN,article,nsubj,,O,TRUE,FALSE,FALSE,Xxxx,bottom
diaper,54057,76653,4,diaper,-0.20038746,speaks,"But I am very happy here now , "" said Park , who speaks basic Mandarin now .",VERB,VBZ,relcl,speak,Park,PROPN,Park,nsubj,,O,TRUE,FALSE,FALSE,xxxx,bottom
diaper,86319,24900,1,diaper,-0.20074795,dog,"Lest I get too much credit for my charity , I must hasten to point out that I am both mayor and dog-catcher.",NOUN,NN,compound,dog,catcher,NOUN,catcher,conj,,O,TRUE,FALSE,FALSE,xxx,bottom
diaper,96144,60729,0,diaper,-0.204012,Park,"Address : 17853 Santiago Blvd. , Villa Park .",PROPN,NNP,appos,Park,Blvd,PROPN,Blvd,appos,GPE,I,TRUE,FALSE,FALSE,Xxxx,bottom
diaper,101516,239874,2,diaper,-0.2164791,head,# The boy frowned and shook his head .,NOUN,NN,dobj,head,shook,VERB,shake,conj,,O,TRUE,FALSE,FALSE,xxxx,bottom
diaper,109401,64710,2,diaper,-0.19368419,head,"# With a shake of his head , Jared addressed the bartender again .",NOUN,NN,pobj,head,of,ADP,of,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
diaper,142515,108501,2,diaper,-0.19819354,open,"I think the floodgates are going to open . """,VERB,VB,xcomp,open,going,VERB,go,ccomp,,O,TRUE,FALSE,FALSE,xxxx,bottom
diaper,145589,104520,3,diaper,-0.19644949,shoulder,"# Thomas had an urge to look over his shoulder for the unseen boy , Shep 's intended playmate .",NOUN,NN,pobj,shoulder,over,ADP,over,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
diaper,160858,279684,0,diaper,-0.20664608,head,"Oh , "" I blurted , thumping my head on the shield of glass .",NOUN,NN,dobj,head,thumping,VERB,thump,advcl,,O,TRUE,FALSE,FALSE,xxxx,bottom
diaper,217829,20919,2,diaper,-0.22666706,chicken,"it took her to consume half of Evelyn 's h a m sandwich and a chicken thigh from Boston Market , and relieve herself twice .",NOUN,NN,compound,chicken,thigh,NOUN,thigh,conj,,O,TRUE,FALSE,FALSE,xxxx,bottom
diary,30298,275704,2,diary,0.2101211,head,"<p> "" Not really , "" he said , shaking his head . """,NOUN,NN,dobj,head,shaking,VERB,shake,advcl,,O,TRUE,FALSE,FALSE,xxxx,top
diary,34168,196084,1,diary,0.21530788,tops,Here is Clover wearing one of her Wet Seal going-out tops : <p>,NOUN,NNS,pobj,top,of,ADP,of,prep,,O,TRUE,FALSE,FALSE,xxxx,top
diary,69021,60730,3,diary,0.22164306,dogs,"Puppies are not stocking stuffers , "" say public service announcements from the American Kennel Club , the registry for pure-bred dogs .",NOUN,NNS,pobj,dog,for,ADP,for,prep,,O,TRUE,FALSE,FALSE,xxxx,top
diary,86319,24901,1,diary,0.2415024,dog,"Lest I get too much credit for my charity , I must hasten to point out that I am both mayor and dog-catcher.",NOUN,NN,compound,dog,catcher,NOUN,catcher,conj,,O,TRUE,FALSE,FALSE,xxx,top
diary,101516,239875,2,diary,0.21863274,head,# The boy frowned and shook his head .,NOUN,NN,dobj,head,shook,VERB,shake,conj,,O,TRUE,FALSE,FALSE,xxxx,top
diary,103012,4996,0,diary,0.2415582,cup,"In a house without a wet bar , Dion recommends keeping a cup of soda water nearby when making a lot of cocktails at one time .",NOUN,NN,dobj,cup,keeping,VERB,keep,xcomp,,O,TRUE,FALSE,FALSE,xxx,top
diary,160745,84616,0,diary,0.22015974,door,"When a woman opened the apartment door , they fell into the apartment .",NOUN,NN,dobj,door,opened,VERB,open,advcl,,O,TRUE,FALSE,FALSE,xxxx,top
diary,160858,279685,0,diary,0.24597198,head,"Oh , "" I blurted , thumping my head on the shield of glass .",NOUN,NN,dobj,head,thumping,VERB,thump,advcl,,O,TRUE,FALSE,FALSE,xxxx,top
diary,191598,40825,1,diary,0.2179382,knee,His knee was broken so badly that it pierced the skin and may have caused massive bleeding .,NOUN,NN,nsubjpass,knee,broken,VERB,break,ROOT,,O,TRUE,FALSE,FALSE,xxxx,top
diary,202539,76654,2,diary,0.2271894,door,"Salinas allegedly changed his version of the incident many times , initially stating the young girl locked the door to prevent her brother from entering .",NOUN,NN,dobj,door,locked,VERB,lock,ccomp,,O,TRUE,FALSE,FALSE,xxxx,top
diary,9074,1015,1,diary,-0.06020657,Louis,"Jonathan Parker , 31 , whose family lived for generations on Stockard Avenue in the buyout area , has moved with his father , John Parker , to another part of St. Louis County .",PROPN,NNP,compound,Louis,County,PROPN,County,pobj,GPE,I,TRUE,FALSE,FALSE,Xxxxx,bottom
diary,63060,12958,0,diary,-0.06471485,business,"But when notified that an account appears to be linked to abusive or illegal activity , firms should investigate and take action , said Andrea Matwyshyn , assistant professor of legal studies and business ethics at the University of Pennsylvania 's Wharton School .",NOUN,NN,compound,business,ethics,NOUN,ethic,conj,,O,TRUE,FALSE,FALSE,xxxx,bottom
diary,80761,403096,1,diary,-0.062148776,company,"The third week in , they reviewed Chris 's attempt to befriend his company 's new receptionist , a red-haired young woman with a long , friendly face and braces .",NOUN,NN,poss,company,receptionist,NOUN,receptionist,dobj,,O,TRUE,FALSE,FALSE,xxxx,bottom
diary,89723,72673,0,diary,-0.06850116,business,"But business consultants and benefit management companies say they are seeing companies make that calculation . """,NOUN,NN,compound,business,consultants,NOUN,consultant,nsubj,,O,TRUE,FALSE,FALSE,xxxx,bottom
diary,124994,104521,2,diary,-0.059292343,Tuesday,He followed that with another 0-for-2 night Tuesday .,PROPN,NNP,npadvmod,Tuesday,night,NOUN,night,pobj,DATE,I,TRUE,FALSE,FALSE,Xxxxx,bottom
diary,135514,104521,3,diary,-0.06070262,author,"<p> "" We hypothesised that the contribution of PCSK9 to cardiovascular events might be mediated by as yet unknown cholesterol-independent pathways , "" said last author Dr Marina Camera , associate professor of pharmacology , University of Milan , Italy . """,NOUN,NN,compound,author,Camera,PROPN,Camera,nsubj,,O,TRUE,FALSE,FALSE,xxxx,bottom
diary,143978,247837,4,diary,-0.0592419,way,I could be wrong on this by the way .,NOUN,NN,pobj,way,by,ADP,by,prep,,O,TRUE,FALSE,FALSE,xxx,bottom
diary,161646,1015,3,diary,-0.06347103,email,"The next morning , an email was waiting for me .",NOUN,NN,nsubj,email,waiting,VERB,wait,ROOT,,O,TRUE,FALSE,FALSE,xxxx,bottom
diary,171052,112483,0,diary,-0.06231109,director,"You have to wait until everything has been totaled up , "" said Michael Moesser , director of payments practices at Javelin Strategy &amp; Research .",NOUN,NN,appos,director,Moesser,PROPN,Moesser,nsubj,,O,TRUE,FALSE,FALSE,xxxx,bottom
diary,211394,299590,0,diary,-0.05869287,against,"# Walter Hicks leaned against a beam , as if to test its strength .",ADP,IN,prep,against,leaned,VERB,lean,ROOT,,O,TRUE,TRUE,FALSE,xxxx,bottom
dick,4892,367268,0,dick,0.09521393,week,"So , there 's Gallows and Anderson facing off against Cesaro and Sheamus for the honor of losing to New Day next week ( wash , rinse , repeat ) , and there 's Bayley taking on Alicia Fox because of some convoluted story involving a crush on Cedric Alexander .",NOUN,NN,npadvmod,week,losing,VERB,lose,pcomp,DATE,I,TRUE,FALSE,FALSE,xxxx,top
dick,39990,44807,1,dick,0.08753213,business,"<p> With a $600,000 loan from Benefit Chicago , he 's planning to add technology and hire and train additional people to expand the business .",NOUN,NN,dobj,business,expand,VERB,expand,xcomp,,O,TRUE,FALSE,FALSE,xxxx,top
dick,62497,12959,1,dick,0.09344785,office,"So , I applied a bit of chutzpa in calling Don King 's office and making an appointment .",NOUN,NN,dobj,office,calling,VERB,call,pcomp,,O,TRUE,FALSE,FALSE,xxxx,top
dick,63060,12959,0,dick,0.09804389,business,"But when notified that an account appears to be linked to abusive or illegal activity , firms should investigate and take action , said Andrea Matwyshyn , assistant professor of legal studies and business ethics at the University of Pennsylvania 's Wharton School .",NOUN,NN,compound,business,ethics,NOUN,ethic,conj,,O,TRUE,FALSE,FALSE,xxxx,top
dick,63813,144332,1,dick,0.09599087,office,: # Thick foundations of the past felt more appropriate for clown college than the office .,NOUN,NN,pobj,office,than,ADP,than,prep,,O,TRUE,FALSE,FALSE,xxxx,top
dick,66723,60731,1,dick,0.08752618,annual,"After the municipal water system was privatized , the average annual water bill was $922.50 by 2011 .",ADJ,JJ,amod,annual,bill,NOUN,bill,nsubj,,O,TRUE,FALSE,FALSE,xxxx,top
dick,124994,104522,2,dick,0.12679447,Tuesday,He followed that with another 0-for-2 night Tuesday .,PROPN,NNP,npadvmod,Tuesday,night,NOUN,night,pobj,DATE,I,TRUE,FALSE,FALSE,Xxxxx,top
dick,142136,148313,1,dick,0.09364257,Thursday,"JAKARTA , Indonesia -- Multiple blasts and gunfire killed at least four people and rocked the Indonesian capital on Thursday in what authorities called a terrorist attack , shattering a relatively peaceful period in the country .",PROPN,NNP,pobj,Thursday,on,ADP,on,prep,DATE,B,TRUE,FALSE,FALSE,Xxxxx,top
dick,181283,88598,0,dick,0.09910942,Tuesday,"But on Tuesday , the City of New York announced just that : Every NYPD officer will have body cameras by the end of 2019 .",PROPN,NNP,pobj,Tuesday,on,ADP,on,prep,DATE,B,TRUE,FALSE,FALSE,Xxxxx,top
dick,205768,196085,2,dick,0.0912822,month,"<p> States that have been battlegrounds -- Virginia , Florida , North Carolina and Ohio -- remain razor-close , according to polls conducted in the past month .",NOUN,NN,pobj,month,in,ADP,in,prep,DATE,I,TRUE,FALSE,FALSE,xxxx,top
dick,34168,196085,1,dick,-0.22778544,tops,Here is Clover wearing one of her Wet Seal going-out tops : <p>,NOUN,NNS,pobj,top,of,ADP,of,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
dick,42824,72674,1,dick,-0.21999592,Park,The article failed to mention that Denver has another Halprin gem : Babi Yar Park on Havana Street .,PROPN,NNP,appos,Park,article,NOUN,article,nsubj,,O,TRUE,FALSE,FALSE,Xxxx,bottom
dick,86319,24902,1,dick,-0.24232838,dog,"Lest I get too much credit for my charity , I must hasten to point out that I am both mayor and dog-catcher.",NOUN,NN,compound,dog,catcher,NOUN,catcher,conj,,O,TRUE,FALSE,FALSE,xxx,bottom
dick,97801,24902,0,dick,-0.21534401,Park,Minter 's identity caused a few problems at Hyde Park Baptist High School .,PROPN,NNP,compound,Park,School,PROPN,School,pobj,FAC,I,TRUE,FALSE,FALSE,Xxxx,bottom
dick,101516,239876,2,dick,-0.24750994,head,# The boy frowned and shook his head .,NOUN,NN,dobj,head,shook,VERB,shake,conj,,O,TRUE,FALSE,FALSE,xxxx,bottom
dick,119941,36845,1,dick,-0.21752334,tops,"As clouds gave way to sunshine and minutes bled into hours , the Sole Sisters , in their trademark tank tops with a breast cancer pin near their shoulders , walked the course in unison . """,NOUN,NNS,nsubj,top,walked,VERB,walk,ROOT,,O,TRUE,FALSE,FALSE,xxxx,bottom
dick,142515,108503,2,dick,-0.21549526,open,"I think the floodgates are going to open . """,VERB,VB,xcomp,open,going,VERB,go,ccomp,,O,TRUE,FALSE,FALSE,xxxx,bottom
dick,145589,104522,3,dick,-0.22611415,shoulder,"# Thomas had an urge to look over his shoulder for the unseen boy , Shep 's intended playmate .",NOUN,NN,pobj,shoulder,over,ADP,over,prep,,O,TRUE,FALSE,FALSE,xxxx,bottom
dick,160858,279686,0,dick,-0.25756782,head,"Oh , "" I blurted , thumping my head on the shield of glass .",NOUN,NN,dobj,head,thumping,VERB,thump,advcl,,O,TRUE,FALSE,FALSE,xxxx,bottom
dick,217829,20921,2,dick,-0.24355763,chicken,"it took her to consume half of Evelyn 's h a m sandwich and a chicken thigh from Boston Market , and relieve herself twice .",NOUN,NN,compound,chicken,thigh,NOUN,thigh,conj,,O,TRUE,FALSE,FALSE,xxxx,bottom
dictate,12949,40827,4,dictate,0.23061107,Sunday,"# Sunday , July 13 : Cartoonist and inventor Steven M. Johnson , author of Public Therapy Buses , Information Specialty Bums , Solar Cook-A-Mats and Other Visions of the 21st Century , will share his "" secrets for coming up with numbingly dumb , humorous invention concepts . """,PROPN,NNP,npadvmod,Sunday,share,VERB,share,ROOT,DATE,B,TRUE,FALSE,FALSE,Xxxxx,top
dictate,17818,92580,0,dictate,0.24892242,wife,"Our best wishes for a swift and safe recovery to Matt Weiss and his wife , Sue , who were seriously injured in an auto accident several weeks ago .",NOUN,NN,conj,wife,Weiss,PROPN,Weiss,pobj,,O,TRUE,FALSE,FALSE,xxxx,top
dictate,46028,160257,1,dictate,0.22189313,eye,"And your poor eye .... """,NOUN,NN,ROOT,eye,eye,NOUN,eye,ROOT,,O,TRUE,FALSE,FALSE,xxx,top
dictate,79819,132390,0,dictate,0.2146279,4,"The sun rises behind the Hawthorne Bridge on Saturday , March 4 , 2017 .",NUM,CD,nummod,4,March,PROPN,March,appos,DATE,I,FALSE,FALSE,FALSE,d,top
dictate,114323,16941,2,dictate,0.2131638,chicken,"Upon his return , Doyon would show Truesdale the photos and maybe make a meal of chicken and pasta .",NOUN,NN,pobj,chicken,of,ADP,of,prep,,O,TRUE,FALSE,FALSE,xxxx,top
dictate,145589,104523,3,dictate,0.22081259,shoulder,"# Thomas had an urge to look over his shoulder for the unseen boy , Shep 's intended playmate .",NOUN,NN,pobj,shoulder,over,ADP,over,prep,,O,TRUE,FALSE,FALSE,xxxx,top
dictate,163353,108504,2,dictate,0.1988254,third,Larry Hogan highlighted economic concerns Wednesday in his third State of the State speech by promoting efforts to attract jobs and approve modest tax relief .,ADJ,JJ,amod,third,State,PROPN,State,pobj,,O,TRUE,TRUE,FALSE,xxxx,top
dictate,202572,68694,4,dictate,0.2046746,door,"A 66-year-old Florida ice cream man , so trusted parents often sent their children to buy sweets directly from his back door , was arrested Sunday night for allegedly molesting a 7-year-old girl , The Bradenton Herald reported .",NOUN,NN,pobj,door,from,ADP,from,prep,,O,TRUE,FALSE,FALSE,xxxx,top
dictate,208207,16941,3,dictate,0.21596086,bird,"Anhingas go by many names : darter , devil bird , water turkey , and snakebird .",NOUN,NN,npadvmod,bird,darter,NOUN,darter,dep,,O,TRUE,FALSE,FALSE,xxxx,top
dictate,217829,20922,2,dictate,0.2596116,chicken,"it took her to consume half of Evelyn 's h a m sandwich and a chicken thigh from Boston Market , and relieve herself twice .",NOUN,NN,compound,chicken,thigh,NOUN,thigh,conj,,O,TRUE,FALSE,FALSE,xxxx,top
dictate,27814,36846,0,dictate,-0.22542183,conference,"Besides the residence ' s $20 , 000 bathtub and $34 , 000 conference table , Tebartz-van Elst has also come under scrutiny for flying first class to visit the poor in India , and for lying under oath about his spending habits.",NOUN,NN,compound,conference,table,NOUN,table,conj,,O,TRUE,FALSE,FALSE,xxxx,bottom
dictate,30017,48789,2,dictate,-0.25625038,Thursday,"That was poor late-game execution on inbound plays by the Wolverines , really , a point coach John Beilein planned to drive home during a brief practice Tuesday before the team headed to Kansas City for Thursday 's Midwest Regional semifinal against Oregon .",PROPN,NNP,poss,Thursday,semifinal,NOUN,semifinal,pobj,DATE,B,TRUE,FALSE,FALSE,Xxxxx,bottom
dictate,64890,164238,0,dictate,-0.2114957,Thursday,<h> New OPS high school is focus of public meeting Thursday <p>,PROPN,NNP,npadvmod,Thursday,meeting,NOUN,meeting,pobj,DATE,B,TRUE,FALSE,FALSE,Xxxxx,bottom
dictate,75679,403098,4,dictate,-0.18710852,year,"By this time next year , he could have a team of his own .",NOUN,NN,npadvmod,year,time,NOUN,time,pobj,DATE,I,TRUE,FALSE,FALSE,xxxx,bottom
dictate,95227,761388,4,dictate,-0.18527067,year,The Asian tiger mosquito is one of two tropical mosquitoes that emerged in Orange County last year .,NOUN,NN,npadvmod,year,emerged,VERB,emerge,relcl,DATE,I,TRUE,FALSE,FALSE,xxxx,bottom
dictate,118889,112485,0,dictate,-0.22069114,Tuesday,"The yield on the benchmark 10-year Treasury note TMUBMUSD10Y , +0.23% for example , surged from 1.6% at the end of September to 2.40% in recent trade Tuesday -- a sizable move for government bonds as investors turned risk-giddy rather than risk-averse after the election .",PROPN,NNP,npadvmod,Tuesday,surged,VERB,surge,ROOT,DATE,B,TRUE,FALSE,FALSE,Xxxxx,bottom
dictate,122381,16941,4,dictate,-0.22228529,chair,"But then her chair was empty - empty as an empty cradle , an empty bed , an empty heart .",NOUN,NN,nsubj,chair,was,AUX,be,ROOT,,O,TRUE,FALSE,FALSE,xxxx,bottom
dictate,124994,104523,2,dictate,-0.19290781,Tuesday,He followed that with another 0-for-2 night Tuesday .,PROPN,NNP,npadvmod,Tuesday,night,NOUN,night,pobj,DATE,I,TRUE,FALSE,FALSE,Xxxxx,bottom
dictate,148819,44808,0,dictate,-0.18259853,Thursday,The Cavs will play Golden State in Game 1 of the 2016 Finals on Thursday .,PROPN,NNP,pobj,Thursday,on,ADP,on,prep,DATE,B,TRUE,FALSE,FALSE,Xxxxx,bottom
dictate,181283,88599,0,dictate,-0.18376595,Tuesday,"But on Tuesday , the City of New York announced just that : Every NYPD officer will have body cameras by the end of 2019 .",PROPN,NNP,pobj,Tuesday,on,ADP,on,prep,DATE,B,TRUE,FALSE,FALSE,Xxxxx,bottom
diction,24854,72676,0,diction,2.0043151,Tuesday,"<p> Majorities of the American public disagree with ideas the House GOP is floating to bridge a gap within its own conference and overhaul health care , according to a poll released Tuesday .",PROPN,NNP,npadvmod,Tuesday,released,VERB,release,acl,DATE,B,TRUE,FALSE,FALSE,Xxxxx,top
