,corpus_id,sentence,start_idx,end_idx
175,7792758,"One extreme would include descriptions with little intension and therefore too wide an extension, such 'whatsit' or 'thingamajig' (generally used if one doesn't know a more precise descriptor).",7,8
176,7792758,The use of pointing shortens the accompanying descriptor and the loss of intension is compensated by the gesture.,12,13
177,14630782,"Namely, the truth value of sentence ( 2 ) in (1) (2) (3) (4) (5) (6) depends not on extension but on intension.",35,36
178,14630782,"In any case deficiencies of intensionaI logic are ascribed to model theory, and even if we take it off, it is doubtful that intension formulated in intensional logic corresponds to the meaning of linguistic expressions.",25,26
179,6624691,Perhaps the most successful approach to non-singularity thus far has been presented by Montague [4] with his formalised concept of intension.,24,25
180,6624691,"Unfortunately, the concept of intension does not capture all aspects of non-singularity and the rigid translation system into intensional logic [4] seems to loose the smportant aspect of subjectivity in interpreting natural language discourse.",5,6
181,6346112,"The 'extensional' meaning of the sentence then is just tile range of external situations which are compatible with the intension, the lexical meanings and interrelationships characterized by this structure.",21,22
182,219300073,"The semantic expressions associated with the rules are instructions for building logical forms in a kind of 'intensionless Montague': a typed higher order logic, like that in PTQ without the intension and extension operators.",34,35
183,9054521,"Our intension is to show that it is possible to augment symbolic studies such as e.g., Hall (1992) , Pierrehumbert (1994) , Wiese (1996) , Kessler and Treiman (1997) , or Ewen and van der Hulst (2001) with extensive probabilistic information.",1,2
184,8152922,The intension behind choosing two distinct language families is to establish the credibility of the proposed methods.,1,2
185,8152922,7 The intension behind the development of this syntactic polarity classifier was to examine the effectiveness and the limitations of the standard two-step methodology at the same time.,2,3
186,12559911,"Second, it is intensional, which means that the denotations of its expressions are assigned relative to external indices of world and time, and it incorporates an ""intension"" operator which denotes the ""sense"" (with respect to these indices) of an expression.",30,31
187,12559911,"An example of these rules is given below: 3 S --~ NP VP OPTSADJUNCT (lambda (np vp oa) (oa (intension ( (q np) vp) ) ) ) This is the top-level declarative clause rule given earlier, with its corresponding semantic rule.",25,26
188,16718900,"In this framework, the intension (meaning) of an expression is taken to be a function from contexts to extensions (denotations) .",5,6
189,6522496,"1983) argue that a generalization is lost in so doing, in the sense that the class of instantiations of the variable must be defined bye extension rather than by intension.",31,32
190,16309344,"For a sentence such as Display the destroyers within 500 miles of Vinson, the WML is as follows: (bring-about ((intension (exists ?",26,27
191,17712124,"The semantic rule states that the intensional logic translation of the S-constituent is compounded of the VP-translation (as functor) and the NP-translation (as operand), where the latter is first to be prefixed with the intension operator A. In general, a primed syntactic symbol denotes the logical translation of the corresponding constituent, and a double-primed symbol the logical translation prefixed with the intension operator (thus, NP"" stands for ANP').",45,46
192,17712124,"The semantic rule states that the intensional logic translation of the S-constituent is compounded of the VP-translation (as functor) and the NP-translation (as operand), where the latter is first to be prefixed with the intension operator A. In general, a primed syntactic symbol denotes the logical translation of the corresponding constituent, and a double-primed symbol the logical translation prefixed with the intension operator (thus, NP"" stands for ANP').",76,77
193,17712124,"Developing efficient inference rules and strategies for intensional logics, with their arbitrarily complex types and their intension, extension and lambda abstraction operators in addition to the usual modal operators, promises to be very difficult indeed.",17,18
194,17712124,Our 'conventional' rule is simpler because it makes no such use of lambda abstraction for type-raising and dispenses with the intension operator.,24,25
195,8730095,"Given that WML is intensional, we are able to explicitly represent context dependence by having the logical form include an intensional core, plus tense, time, and world information (which includes discourse context) that grounds the intension so that it may be evaluated.",41,42
196,8730095,"For the example above, the core logical form (stripping the outer intension and indices) for the DE of ""a cat"" would be: (SKOL~M I (SET x oats (saw I x))) denoting a particular cat from the set of aJl the cats I saw.",13,14
197,5693617,"INTRODUCTION Formally, an intension is a mapping that associates with eve,y possible world (actually, with indices that identify possible worlds) a denotation, where a denotation is a set of entities (individuals, relations, functions).",4,5
198,5693617,"Equivalently, the intension of a n-ary predicate can be delined as a function from world indices to n-sty relations.",3,4
199,5693617,"For instance, (3) John knows that two plus two is fonr is not the same as (4) .iohn knows that the square of 37 is 1369 although bt,th facts are necessary lruths (with respects to the difference Imtween meaning and intension, see also [Lewis 72] where the latter means that in the context where tile expression is evaluated tb~ ""rehttionar' meaning of u umst single out exactly one individual.",48,49
200,5693617,"In fitct, if Mary said ""I want a nice and faithfol animal"", either we assume that, for Mmy, the intension of ""nice and f;tilbful animal"" coincide with the intension of ""dog"" (i.e. in all possible worlds the two expressions denote the same set of individuals) or the report is not accurate.",25,26
201,5693617,"In fitct, if Mary said ""I want a nice and faithfol animal"", either we assume that, for Mmy, the intension of ""nice and f;tilbful animal"" coincide with the intension of ""dog"" (i.e. in all possible worlds the two expressions denote the same set of individuals) or the report is not accurate.",36,37
202,153315339,He identifies the intension of an expression with an algorithm for determining its extension.,3,4
203,153315339,"On both Musken's account and the one proposed here, the content of an intension is the set of computational operations through which it determines its denotational value, where these do not make essential reference to possible worlds.",15,16
204,153315339,"He specifies acyclic recursive procedures for reducing the terms of L ar to unique cannonical forms, and he identifies the meaning (""referential intension"") of a term in this language with the ""abstract algorithm"" for computing its denotation.",25,26
205,153315339,An intension is identified directly with the sequence of operations performed in computing the value of the function that expresses it.,1,2
206,11009209,"Ambiguities related to intension and their consequent inference failures are a diverse group, both syntactically and semantically.",3,4
207,11009209,"We propose that a unified approach to the representation of the alternative readings of intension-related ambiguities can be based on the notion of a descriptor that is evaluated with respect to intensionality, the beliefs of agents, and a time of application.",14,15
208,11009209,"Introduction Certain problems of ambiguity and inference failure in opaque contexts are well known, opaque contexts being those in which an expression can denote its intension or underlying concept rather than any particular extension or instance.",26,27
209,11009209,"If we allow Nadia to use this method repeatedly upon a particular dog, then an extensional reading corresponding to (15) would be least seven readings for Nadia wants a dog like Ross 's. 3 Other intensional ambiguities and inference failures There are other kinds of intension-related inference failures besides those mentioned in the previous sections.",49,50
210,11009209,"However, there are many other kinds of context in which other intension-related ambiguities and inference failures can occur.",12,13
211,11009209,"In the representation, we take an intension to be a finite representation of those properties that characterize membership in a class, and by a descriptor we mean a non-empty subset of the elements of an intension (in practice, often identical to the e0mplete intension).",7,8
212,11009209,"In the representation, we take an intension to be a finite representation of those properties that characterize membership in a class, and by a descriptor we mean a non-empty subset of the elements of an intension (in practice, often identical to the e0mplete intension).",39,40
213,11009209,"In the representation, we take an intension to be a finite representation of those properties that characterize membership in a class, and by a descriptor we mean a non-empty subset of the elements of an intension (in practice, often identical to the e0mplete intension).",49,50
214,11009209,A descriptor provides access either to the intension of which it is a part or to its extension.,7,8
215,1002582,Mc Carthy's distinction concept/object corresponds to Frege's sense/reference or to modern logicians' intension/extension.,19,20
216,1002582,"For instance the intension of a predicate P is the function which to each possible world W (or more generally a point of reference, see Scott [23] ) associates the extension of P in W. This approach is the one that Moore D7,18] adopted.",3,4
217,6754163,"Starting from the unscoped logical form seek'Cjohn','A(P,:P(qterm(a',X,unicorn'(X))))) with the intension operator "" treated as being optionally opaque, both readings are produced by the quantifier-scoping algorithm described here.",16,17
218,3122401,Note that this is a simplified discussion; intension is neglected.,8,9
219,15330234,"Rules 4, 8, and 9 stipulate that a relationship exists between a surface string and the concept or proposition which is its intension.",24,25
220,15330234,"When these rules are triggered, they will not only build syntactic information into the network categorizing the particular string that is being ""read"" in, but will also build a semantic node representing the relationship '~xpresses"" between the string and the node representing its intension.",49,50
221,216848388,"Obviously, our metarule did not encode the right generalization (a simple intension-extensiun problem).",13,14
222,556977,"In that context, R could be instantiated as in (35), i.e., as the intension of the set of individuals (x) who are in the Pacific Fleet at a time which equals the speech time ts.",18,19
223,556977,"The "" symbol in (42) stands for the intension operator as defined in Montague 1973 .",10,11
224,17320298,"Axioms Before investigating axioms for synonymy and antonymy, we will recapitulate some notions and notations for the calculus of binary : RIR ~-~ n~l The inclusion and equality of relations are defined by R = S - xRy -----> xSy I R = S -R = S A S = R Under the assumption that synonymy and antonymy are ternary relations on the set of all words, the following definitions will be used: xSiY E word x is a synonym of word y with respect to the intension i (or word x is synonymous in sense i to word y) xAiY E word x is an antonym of word y with respect to the intension i (or word x is antonymous in sense i to word y) In addition to the synonymy and antonymy relations, it will be useful to introduce the following classes that are the images by these Following Edmundson [3] , it will be assumed that the synonymy and antonymy relations are defined by the following set of axioms-rather than as in Edmundson [2] .",93,94
225,17320298,"Axioms Before investigating axioms for synonymy and antonymy, we will recapitulate some notions and notations for the calculus of binary : RIR ~-~ n~l The inclusion and equality of relations are defined by R = S - xRy -----> xSy I R = S -R = S A S = R Under the assumption that synonymy and antonymy are ternary relations on the set of all words, the following definitions will be used: xSiY E word x is a synonym of word y with respect to the intension i (or word x is synonymous in sense i to word y) xAiY E word x is an antonym of word y with respect to the intension i (or word x is antonymous in sense i to word y) In addition to the synonymy and antonymy relations, it will be useful to introduce the following classes that are the images by these Following Edmundson [3] , it will be assumed that the synonymy and antonymy relations are defined by the following set of axioms-rather than as in Edmundson [2] .",122,123
226,26893302,"In the context of a database query, where the goal is to unambiguously specify the response set (extension), the method by which they are accessed (the intension) does not normally affect the response (for a counierexample, however, see [Nash-Wcbber, 1976] ).",31,32
227,11437275,"I consider the intension/extension distinction extremely important, because intensional representations appear to be more natural for certain sentenees.",3,4
228,61359265,"The strategy of letting semantic entries be part of the knowledge representation would not have been possible in a notation designed to csgture specific propositions only, However, since KL-ONE pfoviles the distinction between intension and extension, the strategy is unl=rotolsmati¢ in the I=resant framework.",37,38
229,61359265,"For instance, the distinction between intension and exten*on in the knowledge representation makes it I~OS.~ble to let iexical semantic~ be part of the conceptuals.",6,7
230,7596334,"Axioms and Definitions Under the assumption that synonymy and antonymy are ternary relations on the set C of all content words, the following definitions will be used: xSiY = word x is a synonym of word y with respect to the intension i (or word x is synonymous in sense i to word y) xAiY -= word x is an antonym of word y with respect to the intension i (or word x is antonymous in sense i to word y) We will assume that the synonymy and antonymy relations are defined Jointly and implicitly bythe following set of axioms rather than separately as in Edmundson (1965) .",43,44
231,7596334,"Axioms and Definitions Under the assumption that synonymy and antonymy are ternary relations on the set C of all content words, the following definitions will be used: xSiY = word x is a synonym of word y with respect to the intension i (or word x is synonymous in sense i to word y) xAiY -= word x is an antonym of word y with respect to the intension i (or word x is antonymous in sense i to word y) We will assume that the synonymy and antonymy relations are defined Jointly and implicitly bythe following set of axioms rather than separately as in Edmundson (1965) .",72,73
232,7596334,"Also we get a stringer result than the transitivity property of In fact, we have the stronger result: Theorem: s(x) N s(y) = .~"" s(x) if xSy L ¢ if -sy Hence for a given intension i the equivalence relation S i partitions the set C of all content words into subsets that are disjoint (i.e., the subsets have no word in common) and exhaustive (i.e., every word is in some subset): Theorem: C =~ ) si(x) x~ Second, the antonym class of a word is not empty: Theorem: a(y) ~ Proof: A~ 8: (vy)(~x)tx~1 ~p~es a(y) ~ ~. Note that a word does not belong to its antonym class: Theorem: y ~ a(y).",42,43
233,7596334,"A set is said to have a neighborhood topology if there exist elements x called ~ and sets N x called neighborhoods of x Which satisfy the following axlcms: These axioms can be pictured informally by the following Euler N x N~ N x Nx Ny Define a neighborhood n~(x) of a word x as any subset of the synonym class si(x) o~ x that cSntalns x, i.e., X e ni(x ) ~ si(x ) Wain, for-reasons of notational simplicity, the subscript denoting the intension i will be emitted whenever possible.",93,94
234,63832220,"The truncated view of history ignores 2,000 years of research: Frege is credited with the distinction between extension and intension, but those words are Hamilton's translation of the 17th century e ´tendue and compre ´hension, which were just new names for a distinction that had been analyzed in detail by Aristotle and the medieval scholastics.",20,21
235,16917081,"Conceptually, it is helpful to consider the difference between the intension of a function versus its extension.",11,12
236,16917081,"~ Likewise, the intension of the function that groups verbs syntactically would be defined in terms of something strictly syntactic, such as subcategorization frames.",4,5
237,8332406,9 A Concept description in KL-ONE represents the intension of the Concept and there is a clear distinction drawn between the intension and its extension (the Concept in the real world).,10,11
238,8332406,9 A Concept description in KL-ONE represents the intension of the Concept and there is a clear distinction drawn between the intension and its extension (the Concept in the real world).,23,24
239,2171449,"In the context of a data base query, where the goal is to unambiguously specify the response set (extension), the method by which they are accessed (the intension) does not normally affect the response.",32,33
240,4758185,"7 Different thats, applied to one and the same sentence, yield names of different n-tuples; these tuples consist of an n-ary function and its arguments, some of which might 5 to is a symbol for the intension of the associated expression.",45,46
241,4758185,"The referent of a sentence is its intension, that is, its referent is the set of possible worlds in which the sentence is true.",7,8
242,4758185,"Lewis's solution involves identifying senses with ""semantically interpreted phrase markers minus their terminal nodes: finite ordered trees [which have] at each node a category and an appropriate intension.",32,33
243,4758185,"Thus, one selects the second of the ordered pair of the category and intension--that pair being the sense of a sentence.",14,15
244,4758185,"With each [fully disambiguated] propositional attitude sentence is associated both an intension, a set of possible worlds, and a sense, a structured meaning.",13,14
245,4758185,"It simply has an intension, the same intension as (a).",4,5
246,4758185,"It simply has an intension, the same intension as (a).",8,9
247,4758185,"Indeed, why not treat (a) as also associated with a structure--a different one from that associated with (b)--say, the ordered pair whose elements are the intension of""Socrates"" and the intension of ""is mortal""?",32,33
248,4758185,"Indeed, why not treat (a) as also associated with a structure--a different one from that associated with (b)--say, the ordered pair whose elements are the intension of""Socrates"" and the intension of ""is mortal""?",37,38
249,14478849,"Ambiguities related to intension and their consequent inference failures are a diverse group, both syntactically and semantically.",3,4
250,14478849,"We propose that a unified approach to the representation of the alternative readings of intension-related ambiguities can be based on the notion of a descriptor that is evaluated with respect to intensionality, the beliefs of agents, and a time of application.",14,15
251,14038085,"The HRDM model presented in Clifford and Croker (1987) , built upon a formalization of the concept of intension, provides a uniform way to view attributes (such as SALaries) not as individual dollar amounts, but as functions from moments in time to dollar amounts.",20,21
252,219304689,The elements of the norme implicit representation of the text intension are definienda in the lexicon and the elements of the normed explicir repxsentation of the text intension are definientes in the lexicon.,10,11
253,219304689,The elements of the norme implicit representation of the text intension are definienda in the lexicon and the elements of the normed explicir repxsentation of the text intension are definientes in the lexicon.,27,28
254,236145009,"As the speaker's (or writer's) intension is not obtained from the analysis, proper expressions in a target language is hard to be composed.",9,10
255,236145009,"4) The information expressed in a sentence includes not only the meaning of a sentence determined by the combination of word meanings, but also the deep meanings and implications of a sentence, and the intension and emotion of the speaker.",37,38
256,236145009,"For example, Which of these two is a proper translation depends both on discourse and speakers intension.",17,18
257,15798344,"The formal Concepts of concern in FCA are defined as consisting of an extension and an intension, where the extension is a subset A of the set of objects G and the intension is a subset B of the set of attributes .M. We call the pair (A, 13) a formal concept if each element of the extension may be assigned each attribute Of the intension.",16,17
258,15798344,"The formal Concepts of concern in FCA are defined as consisting of an extension and an intension, where the extension is a subset A of the set of objects G and the intension is a subset B of the set of attributes .M. We call the pair (A, 13) a formal concept if each element of the extension may be assigned each attribute Of the intension.",33,34
259,15798344,"The formal Concepts of concern in FCA are defined as consisting of an extension and an intension, where the extension is a subset A of the set of objects G and the intension is a subset B of the set of attributes .M. We call the pair (A, 13) a formal concept if each element of the extension may be assigned each attribute Of the intension.",69,70
260,15798344,"Thus, for example, the node Simply labelled Gropius, Breuer corresponds to the full formal concept ({Gropius, Breuer}, {Architect, Urban Planner}) since both Gropius and Breuer are added new to the extension at that node, while no new elements are added to the intension ('Architect"" and ""Urban Planner' are both inherited from the two nodes above in the lattice, where they are already present).",55,56
261,3156886,"traditional theory of concepts, and consist of an extension and an intension.",12,13
262,3156886,"The extension is a subset A of the set of objects G and the intension is a subset B of the set of attributes M. We call the pair (A,B) a formal concept if each object of the extension has all the properties of the intension.",14,15
263,3156886,"The extension is a subset A of the set of objects G and the intension is a subset B of the set of attributes M. We call the pair (A,B) a formal concept if each object of the extension has all the properties of the intension.",49,50
264,3156886,"Thus, for the data shown in Figure 1 , the pair ({Gropius, Breuer}, {Urban Planner, Architect}) represents a formal concept: each of the members of the extension possesses all the attributes mentioned in the intension.",45,46
265,795534,"A formal concept is defined in FCA as an extension-intension pair (A,B), where the extension is a subset A of the set of objects and the intension is a subset B of the set of attributes.",11,12
266,795534,"A formal concept is defined in FCA as an extension-intension pair (A,B), where the extension is a subset A of the set of objects and the intension is a subset B of the set of attributes.",33,34
267,795534,"For any given concept, each element of the extension must accept all attributes of the intension.",16,17
268,795534,Each node is shown labeled with two pieces of information: the intension and the extension.,12,13
269,795534,"The representations of the extensions emphasize the function of the nodes in the lattice--i.e., that the indicated objects (e.g., ol and o2 for the leftmost node) are equal with respect to all the attributes contained in the intension (e.g., type for the leftmost node).",43,44
270,201747457,"To the extent that there was any emphasis in this research on lexical matters, it was on questions such as ""meaning as reference,"" and the distinctions between extension and intension or between sense and reference.",33,34
271,8942406,"The intension of the personal pronouns ik (I) and jij (you) is represented using the following predicates: ik --* 3(x,y) cognizer(x) Atalking-to(x,y) jq --* 3(x,y) cognizer(x) Atalking-to(y,x) where the predicate cognizer is taken from Pylyshyn (1984) , meaning any rational agent, e.g., a person or a dialogue system, and talking-to is a predicate that represents the dialogue situation at any time.",1,2
272,8942406,"To determine the referent of a spatial expression, the visible Model World is scanned for a referent, using the intension of the spatial relation and the relatum.",21,22
273,17965647,"Kobsa argues that ""extensionally overlapping notions may still prove useful if their intension highlights different aspects of a system"".",13,14
274,18247986,"Often a speaker can assume that ct relates an individual to the generic class it belongs to, as in Example 4, or the intension of a definite description to its extension--or vice versa--as in ""The President is elected by the Electoral College.",25,26
275,201787687,"But this had the effect of making logically equivalent expressions have the same intension, thus leading to the problem of ""logical omniscience"" (believing/knowing all the logical consequences of what is believed/known).",13,14
276,45397882,La dénotation « prend acte du fait que le signifié (des signes linguistiques) exprime un concept muni d'une certaine intension (i.e. un ensemble d'attributs caractéristiques en propre) et que cette intension délimite virtuellement son extension (c'est-à-dire une classe d'êtres satisfaisants ces attributs) ».,21,22
277,45397882,La dénotation « prend acte du fait que le signifié (des signes linguistiques) exprime un concept muni d'une certaine intension (i.e. un ensemble d'attributs caractéristiques en propre) et que cette intension délimite virtuellement son extension (c'est-à-dire une classe d'êtres satisfaisants ces attributs) ».,34,35
278,17000575,"1 ) M (form), i.e. an infon, could be thought of as the intension of a sentence in the traditional sense.",17,18
279,17000575,"First, the semantic correspondence of terms appears as individuals in infons, which represents the (alternative) opinion of Kripke(1972) , Kaplan(1977 Kaplan( ,1978 Kaplan( ,1989 ) that proper names and indexicals directly denote individuals without intermediate entities such as intension.",47,48
280,12878222,"In DMG, an intension operator A abstracts over so-called 'states', which behave as the assignments of values to 'discourse markers'.",4,5
281,16604724,ma1 ma1 marks a high degree of the speaker's commitment to the assertion or the speaker's intension to have an action fulfilled in imperative sentences.,18,19
282,13966561,"possible worlds (including contexts), their mutual propositional content cannot be the intension in this sense.",15,16
283,18210614,"In order to formalize the very notion of semantic identity one has first to introduce the notion of the global intension of a concept (noted int9(c)): int, (ci ) = df {t(ok 3Iik 1 < j < m, such that rr ci E ext (iik) (12) Thus, the global intension of a theory contains all the theories (of level 1 or 2) which, somehow, describe the concept, by expressing either one of the properties of the concept (as a unary theory) or a relation satisfied by the concept (a n-ary theory).",20,21
284,18210614,"In order to formalize the very notion of semantic identity one has first to introduce the notion of the global intension of a concept (noted int9(c)): int, (ci ) = df {t(ok 3Iik 1 < j < m, such that rr ci E ext (iik) (12) Thus, the global intension of a theory contains all the theories (of level 1 or 2) which, somehow, describe the concept, by expressing either one of the properties of the concept (as a unary theory) or a relation satisfied by the concept (a n-ary theory).",61,62
285,18210614,"Obviously, the global intension is still too broad to be operational.",4,5
286,37374645,Only rational interpretation without human-like emotion cannot express the full meaning and intension in human-machine interactions.,15,16
287,13146776,"It was mainly to deal with this problem that Carnap [9] proposed a method of semantic analysis called ""the method of extension and intension.""",26,27
288,13146776,"In the framework of Tarski's formulation, the method can be stated as follows: Given a ""model"" of the language L, consisting of an individual domain D and a semantic interpretation function ~b for L over P, the extension of any well-formed expression E in L is defined as the set of values for E of all semantic interpretation functions #' over P which differ from # at most on their assignments to the free variables of E. Now if one considers the domain of possible models for L, the intension of any well-formed expression E in L may be defined as that function over models of L which yields as its value for any model the extension of E in that model.",100,101
289,13146776,"along with the ordinary notion of (extensional) equivalence, the notions of L-equivalence and intensional isomorphism as equivalence of intension and intensional structure respectively--and show, as Carnap does in [9], how these stronger types of equivalence permit the establishment of suitable substitutability criteria for ""oblique"" contexts.",23,24
290,13146776,"The metalanguage shall contain models of possible discourse contexts, expressions representing extensions, expressions representing intensions, and axioms defining the relation of extension to intension for any given model.",26,27
291,13146776,"Other than performative operations and intensional evaluation operations, the set of operations that constitute messages will include finding an instance of an intension, creating a new instance of an intension, finding or creating an intension similar to a given intension, inserting or deleting quantified relations",23,24
292,13146776,"Other than performative operations and intensional evaluation operations, the set of operations that constitute messages will include finding an instance of an intension, creating a new instance of an intension, finding or creating an intension similar to a given intension, inserting or deleting quantified relations",31,32
293,13146776,"Other than performative operations and intensional evaluation operations, the set of operations that constitute messages will include finding an instance of an intension, creating a new instance of an intension, finding or creating an intension similar to a given intension, inserting or deleting quantified relations",37,38
294,13146776,"Other than performative operations and intensional evaluation operations, the set of operations that constitute messages will include finding an instance of an intension, creating a new instance of an intension, finding or creating an intension similar to a given intension, inserting or deleting quantified relations",42,43
295,1871953,"The first part of the paper attempts to characterize the phenomena variously referred to by such terms as intension/extenston, de ditto/de re, attrlbutlve/referentlal, value-free~value-laden... Some of these phenomena are to be accounted for on the semantic level of representation whereas others are deemed to belong to the pra~natic level, The second part of the paper examines which of the modes of definite reference distinguished in paz~t I are manifested in the interaction with a database system and how they can be recognized by the natuxal language interface.",18,19
296,17916462,Here as well as in what follows intension will not be taken into consideration.,7,8
297,15149329,"May be the conversation looks very casual, but our intension was to find out the direction of the decision logic on the Person B's brain.",10,11
298,102493185,Representing the lexeme's morphology with both paradigms (describing in intension) and inflected wordform tables (describing in extension) might seem superfluous.,11,12
299,10163540,"Traditionally, the philosophical notion of a concept is determined by its extension and its intension.",15,16
300,10163540,The extension consists of all elements (set of objects) belonging to the concept while the intension covers all properties (set of attributes) valid for all those elements.,17,18
301,8060226,The semantic representation Intentional Logic (or IL) generalizes the first order predicate logic by including typed lambda-calculus and by making a general use of the notion of modality through the concept of intension (Dowty 81) .,36,37
302,17336955,"The logical forms the rules built are a type of ""intensionless Montague"", similar to PTQ (Dowty 1981 ), but without the intension and extension operators.",26,27
303,208981197,A word previously tagged by a player is avoided by the tracking system for the next time playing as our intension is to tag more and more words involving Internet population.,20,21
304,1989960,The intension is to tag more and more words involving Internet population.,1,2
